road_id,flood_direct_count,flood_direct_exposure,flood_events_5km,flood_events_10km,flood_nearby_5km,flood_nearby_10km,nearest_flood_distance_km
374389537,11,1,11,11,1,1,0.0
374389539,11,1,11,11,1,1,0.0
374389540,11,1,11,11,1,1,0.0
374389541,11,1,11,11,1,1,0.0
374389542,11,1,11,11,1,1,0.0
374389543,11,1,11,11,1,1,0.0
374389544,11,1,11,11,1,1,0.0
374389545,11,1,11,11,1,1,0.0
374389546,11,1,11,11,1,1,0.0
374389547,11,1,11,11,1,1,0.0
374389548,11,1,11,11,1,1,0.0
374389549,11,1,11,11,1,1,0.0
374389550,11,1,11,11,1,1,0.0
374390753,11,1,11,11,1,1,0.0
374390755,11,1,11,11,1,1,0.0
374390756,11,1,11,11,1,1,0.0
374390757,11,1,11,11,1,1,0.0
374390758,11,1,11,11,1,1,0.0
374390759,11,1,11,11,1,1,0.0
374390760,11,1,11,11,1,1,0.0
374390761,11,1,11,11,1,1,0.0
374390762,11,1,11,11,1,1,0.0
374390763,11,1,11,11,1,1,0.0
374390764,11,1,11,11,1,1,0.0
374390765,11,1,11,11,1,1,0.0
374390766,11,1,11,11,1,1,0.0
374390767,11,1,11,11,1,1,0.0
374390768,11,1,11,11,1,1,0.0
374390769,11,1,11,11,1,1,0.0
374390770,11,1,11,11,1,1,0.0
374390771,11,1,11,11,1,1,0.0
374390772,11,1,11,11,1,1,0.0
374390773,11,1,11,11,1,1,0.0
374390774,11,1,11,11,1,1,0.0
374390775,11,1,11,11,1,1,0.0
374390777,11,1,11,11,1,1,0.0
374390778,11,1,11,11,1,1,0.0
374390779,11,1,11,11,1,1,0.0
374390780,11,1,11,11,1,1,0.0
374390781,11,1,11,11,1,1,0.0
374390782,11,1,11,11,1,1,0.0
374390783,11,1,11,11,1,1,0.0
374390784,11,1,11,11,1,1,0.0
374390785,11,1,11,11,1,1,0.0
374390786,11,1,11,11,1,1,0.0
374390787,11,1,11,11,1,1,0.0
374390788,11,1,11,11,1,1,0.0
374390789,11,1,11,11,1,1,0.0
374390790,11,1,11,11,1,1,0.0
374390791,11,1,11,11,1,1,0.0
374390792,11,1,11,11,1,1,0.0
374390793,11,1,11,11,1,1,0.0
374390794,11,1,11,11,1,1,0.0
374390795,11,1,11,11,1,1,0.0
374390796,11,1,11,11,1,1,0.0
374390797,11,1,11,11,1,1,0.0
374390798,11,1,11,11,1,1,0.0
374390799,11,1,11,11,1,1,0.0
374390800,11,1,11,11,1,1,0.0
374390801,11,1,11,11,1,1,0.0
374390802,11,1,11,11,1,1,0.0
374390803,11,1,11,11,1,1,0.0
374390804,11,1,11,11,1,1,0.0
374390805,11,1,11,11,1,1,0.0
374390806,11,1,11,11,1,1,0.0
374390807,11,1,11,11,1,1,0.0
374390808,11,1,11,11,1,1,0.0
374390809,11,1,11,11,1,1,0.0
374390810,11,1,11,11,1,1,0.0
374390811,11,1,11,11,1,1,0.0
374390812,11,1,11,11,1,1,0.0
374391472,11,1,11,11,1,1,0.0
374391473,11,1,11,11,1,1,0.0
374391474,11,1,11,11,1,1,0.0
374391475,11,1,11,11,1,1,0.0
374391476,11,1,11,11,1,1,0.0
374391477,11,1,11,11,1,1,0.0
374391478,11,1,11,11,1,1,0.0
374391479,11,1,11,11,1,1,0.0
374391480,11,1,11,11,1,1,0.0
374391481,11,1,11,11,1,1,0.0
374391482,11,1,11,11,1,1,0.0
374391483,11,1,11,11,1,1,0.0
374391484,11,1,11,11,1,1,0.0
374391485,11,1,11,11,1,1,0.0
374391486,11,1,11,11,1,1,0.0
374391487,11,1,11,11,1,1,0.0
374391488,11,1,11,11,1,1,0.0
374391489,11,1,11,11,1,1,0.0
374391490,11,1,11,11,1,1,0.0
374391491,11,1,11,11,1,1,0.0
374393412,7,1,7,9,1,1,0.0
374394403,11,1,11,11,1,1,0.0
374394404,11,1,11,11,1,1,0.0
374394405,11,1,11,11,1,1,0.0
374394406,11,1,11,11,1,1,0.0
374394407,11,1,11,11,1,1,0.0
374394408,11,1,11,11,1,1,0.0
374394409,11,1,11,11,1,1,0.0
374394410,11,1,11,11,1,1,0.0
374394411,11,1,11,11,1,1,0.0
374394412,11,1,11,11,1,1,0.0
374394413,11,1,11,11,1,1,0.0
374394414,11,1,11,11,1,1,0.0
374394416,11,1,11,11,1,1,0.0
374394417,11,1,11,11,1,1,0.0
374394418,11,1,11,11,1,1,0.0
374394419,11,1,11,11,1,1,0.0
374394420,11,1,11,11,1,1,0.0
374394421,11,1,11,11,1,1,0.0
374394422,11,1,11,11,1,1,0.0
374394424,11,1,11,11,1,1,0.0
374394425,11,1,11,11,1,1,0.0
374394426,11,1,11,11,1,1,0.0
374394427,11,1,11,11,1,1,0.0
374394429,11,1,11,11,1,1,0.0
374394430,11,1,11,11,1,1,0.0
374394431,11,1,11,11,1,1,0.0
374394432,11,1,11,11,1,1,0.0
374394433,11,1,11,11,1,1,0.0
374394434,11,1,11,11,1,1,0.0
374394435,11,1,11,11,1,1,0.0
374394436,11,1,11,11,1,1,0.0
374394437,11,1,11,11,1,1,0.0
374394439,11,1,11,11,1,1,0.0
374394440,11,1,11,11,1,1,0.0
374394441,11,1,11,11,1,1,0.0
374394442,11,1,11,11,1,1,0.0
374394443,11,1,11,11,1,1,0.0
374394444,11,1,11,11,1,1,0.0
374394445,11,1,11,11,1,1,0.0
374394446,11,1,11,11,1,1,0.0
374394447,11,1,11,11,1,1,0.0
374394448,11,1,11,11,1,1,0.0
374394449,11,1,11,11,1,1,0.0
374395120,11,1,11,11,1,1,0.0
374395121,11,1,11,11,1,1,0.0
374395122,11,1,11,11,1,1,0.0
374395123,11,1,11,11,1,1,0.0
374395124,11,1,11,11,1,1,0.0
374395125,11,1,11,11,1,1,0.0
374395126,11,1,11,11,1,1,0.0
374395127,11,1,11,11,1,1,0.0
374395128,11,1,11,11,1,1,0.0
374395129,11,1,11,11,1,1,0.0
374395130,11,1,11,11,1,1,0.0
374395131,11,1,11,11,1,1,0.0
374395133,11,1,11,11,1,1,0.0
374395134,11,1,11,11,1,1,0.0
374395135,11,1,11,11,1,1,0.0
374395136,11,1,11,11,1,1,0.0
374395137,11,1,11,11,1,1,0.0
374395138,11,1,11,11,1,1,0.0
374395139,11,1,11,11,1,1,0.0
374395140,11,1,11,11,1,1,0.0
374395141,11,1,11,11,1,1,0.0
374395514,11,1,11,11,1,1,0.0
374395515,11,1,11,11,1,1,0.0
374395516,11,1,11,11,1,1,0.0
374395517,11,1,11,11,1,1,0.0
374395894,11,1,11,11,1,1,0.0
374395895,11,1,11,11,1,1,0.0
374395896,11,1,11,11,1,1,0.0
374395897,11,1,11,11,1,1,0.0
374400704,7,1,7,9,1,1,0.0
374401871,7,1,7,7,1,1,0.0
374404368,7,1,7,9,1,1,0.0
374404369,7,1,7,9,1,1,0.0
374404370,7,1,7,9,1,1,0.0
374404372,7,1,7,9,1,1,0.0
374404373,7,1,7,9,1,1,0.0
374406024,7,1,7,9,1,1,0.0
374407208,7,1,7,9,1,1,0.0
374407209,7,1,7,9,1,1,0.0
374407210,7,1,7,9,1,1,0.0
374407664,7,1,7,9,1,1,0.0
374407665,7,1,7,9,1,1,0.0
374528270,7,1,7,9,1,1,0.0
374528856,7,1,7,9,1,1,0.0
374528857,7,1,7,9,1,1,0.0
374529712,7,1,7,9,1,1,0.0
374530344,7,1,7,9,1,1,0.0
374550915,7,1,7,7,1,1,0.0
374553818,7,1,7,9,1,1,0.0
374553819,7,1,7,9,1,1,0.0
374553820,7,1,7,9,1,1,0.0
374553821,7,1,7,9,1,1,0.0
374553822,7,1,7,9,1,1,0.0
374553824,7,1,7,9,1,1,0.0
374716134,7,1,7,9,1,1,0.0
374716135,7,1,7,9,1,1,0.0
374718559,7,1,7,7,1,1,0.0
375040769,11,1,11,11,1,1,0.0
375040770,11,1,11,11,1,1,0.0
375040771,11,1,11,11,1,1,0.0
375040772,11,1,11,11,1,1,0.0
375040773,11,1,11,11,1,1,0.0
375040774,11,1,11,11,1,1,0.0
375040775,11,1,11,11,1,1,0.0
375040776,11,1,11,11,1,1,0.0
375040777,11,1,11,11,1,1,0.0
375040778,11,1,11,11,1,1,0.0
375040779,11,1,11,11,1,1,0.0
375040780,11,1,11,11,1,1,0.0
375040973,11,1,11,11,1,1,0.0
375040974,11,1,11,11,1,1,0.0
375040975,11,1,11,11,1,1,0.0
375040976,11,1,11,11,1,1,0.0
375040978,11,1,11,11,1,1,0.0
375040979,11,1,11,11,1,1,0.0
375042662,11,1,11,11,1,1,0.0
375042664,11,1,11,11,1,1,0.0
375042671,11,1,11,11,1,1,0.0
375042679,11,1,11,11,1,1,0.0
375042683,11,1,11,11,1,1,0.0
375042686,11,1,11,11,1,1,0.0
375042688,11,1,11,11,1,1,0.0
375042691,11,1,11,11,1,1,0.0
375042693,11,1,11,11,1,1,0.0
375042694,11,1,11,11,1,1,0.0
375042695,11,1,11,11,1,1,0.0
375042696,11,1,11,11,1,1,0.0
375042697,11,1,11,11,1,1,0.0
375042698,11,1,11,11,1,1,0.0
375042699,11,1,11,11,1,1,0.0
375212770,11,1,11,11,1,1,0.0
375213195,11,1,11,11,1,1,0.0
375213196,11,1,11,11,1,1,0.0
375213197,11,1,11,11,1,1,0.0
375213198,11,1,11,11,1,1,0.0
375213199,11,1,11,11,1,1,0.0
375213200,11,1,11,11,1,1,0.0
375213201,11,1,11,11,1,1,0.0
375213202,11,1,11,11,1,1,0.0
375213203,11,1,11,11,1,1,0.0
375213204,11,1,11,11,1,1,0.0
375213205,11,1,11,11,1,1,0.0
375213987,11,1,11,11,1,1,0.0
375369539,11,1,11,11,1,1,0.0
375369540,11,1,11,11,1,1,0.0
375369541,11,1,11,11,1,1,0.0
375369542,11,1,11,11,1,1,0.0
375369993,11,1,11,11,1,1,0.0
375369994,11,1,11,11,1,1,0.0
375444608,11,1,11,11,1,1,0.0
375444610,11,1,11,11,1,1,0.0
375444612,11,1,11,11,1,1,0.0
375444614,11,1,11,11,1,1,0.0
375444619,11,1,11,11,1,1,0.0
375444621,11,1,11,11,1,1,0.0
375444623,11,1,11,11,1,1,0.0
375444631,11,1,11,11,1,1,0.0
375444634,11,1,11,11,1,1,0.0
375444638,11,1,11,11,1,1,0.0
375444641,11,1,11,11,1,1,0.0
375444645,11,1,11,11,1,1,0.0
375444647,11,1,11,11,1,1,0.0
375444649,11,1,11,11,1,1,0.0
375444651,11,1,11,11,1,1,0.0
375444653,11,1,11,11,1,1,0.0
375444655,11,1,11,11,1,1,0.0
375444656,11,1,11,11,1,1,0.0
375444657,11,1,11,11,1,1,0.0
375444658,11,1,11,11,1,1,0.0
375444659,11,1,11,11,1,1,0.0
375444662,11,1,11,11,1,1,0.0
375444666,11,1,11,11,1,1,0.0
375444673,11,1,11,11,1,1,0.0
375444675,11,1,11,11,1,1,0.0
375444677,11,1,11,11,1,1,0.0
375444678,11,1,11,11,1,1,0.0
375444681,11,1,11,11,1,1,0.0
375444683,11,1,11,11,1,1,0.0
375500627,11,1,11,11,1,1,0.0
375500628,11,1,11,11,1,1,0.0
375500629,11,1,11,11,1,1,0.0
376267081,0,0,0,0,0,0,21.202447768063784
376478364,0,0,11,11,1,1,4.0078101011627885
376478985,0,0,11,11,1,1,4.4562583739282
377075110,12,1,12,12,1,1,0.0
377075111,12,1,12,12,1,1,0.0
377143004,2,1,2,2,1,1,0.0
377384201,1,1,1,1,1,1,0.0
377386148,1,1,1,8,1,1,0.0
377787445,0,0,0,0,0,0,87.87229790298998
377787447,0,0,0,0,0,0,95.66730641959744
377787450,0,0,0,0,0,0,85.71487925699502
377787452,0,0,0,0,0,0,96.952541584286
377787456,0,0,0,0,0,0,88.30862003186762
377787459,0,0,0,0,0,0,89.56564444881985
377787460,0,0,0,0,0,0,87.8648351891209
377789751,0,0,0,0,0,0,81.70339854196975
377791057,0,0,0,0,0,0,79.18839395803359
378346129,0,0,0,0,0,0,69.0169046043901
378346137,0,0,0,0,0,0,67.45659964955586
378346149,0,0,0,0,0,0,66.76924460791672
378708493,0,0,0,0,0,0,31.67312666998761
379379523,4,1,4,4,1,1,0.0
379379524,4,1,4,4,1,1,0.0
379379525,4,1,4,4,1,1,0.0
379379526,4,1,4,4,1,1,0.0
379379527,4,1,4,4,1,1,0.0
379379528,4,1,4,4,1,1,0.0
379379529,4,1,4,4,1,1,0.0
379379530,4,1,4,4,1,1,0.0
379379531,4,1,4,4,1,1,0.0
379379532,4,1,4,4,1,1,0.0
379379533,4,1,4,4,1,1,0.0
379379534,4,1,4,4,1,1,0.0
379379535,4,1,4,4,1,1,0.0
379379536,4,1,4,4,1,1,0.0
379379537,4,1,4,4,1,1,0.0
379379538,4,1,4,4,1,1,0.0
379379539,4,1,4,4,1,1,0.0
379379540,4,1,4,4,1,1,0.0
379379541,4,1,4,4,1,1,0.0
379379542,4,1,4,4,1,1,0.0
379485531,0,0,1,1,1,1,1.302510986357089
379485532,0,0,1,1,1,1,1.4591904268934035
380912713,8,1,11,11,1,1,0.0
381463861,0,0,0,3,0,1,9.096271766144692
382979133,11,1,11,11,1,1,0.0
382979134,11,1,11,11,1,1,0.0
382979135,11,1,11,11,1,1,0.0
382979136,11,1,11,11,1,1,0.0
382979137,11,1,11,11,1,1,0.0
382979138,11,1,11,11,1,1,0.0
382979139,11,1,11,11,1,1,0.0
382979140,11,1,11,11,1,1,0.0
382979141,11,1,11,11,1,1,0.0
382979142,11,1,11,11,1,1,0.0
382979145,11,1,11,11,1,1,0.0
382979147,11,1,11,11,1,1,0.0
382979149,11,1,11,11,1,1,0.0
382979150,11,1,11,11,1,1,0.0
382979152,11,1,11,11,1,1,0.0
382979154,11,1,11,11,1,1,0.0
382979156,11,1,11,11,1,1,0.0
382979157,11,1,11,11,1,1,0.0
382979159,11,1,11,11,1,1,0.0
382979161,11,1,11,11,1,1,0.0
382979162,11,1,11,11,1,1,0.0
382979164,11,1,11,11,1,1,0.0
382979166,11,1,11,11,1,1,0.0
382979167,11,1,11,11,1,1,0.0
382979169,11,1,11,11,1,1,0.0
382979172,11,1,11,11,1,1,0.0
382979173,11,1,11,11,1,1,0.0
382979175,11,1,11,11,1,1,0.0
382979177,11,1,11,11,1,1,0.0
382982345,11,1,11,11,1,1,0.0
382982346,11,1,11,11,1,1,0.0
382982348,11,1,11,11,1,1,0.0
382982349,11,1,11,11,1,1,0.0
382982351,11,1,11,11,1,1,0.0
382982352,11,1,11,11,1,1,0.0
382982354,11,1,11,11,1,1,0.0
382982356,11,1,11,11,1,1,0.0
382982357,11,1,11,11,1,1,0.0
382982359,11,1,11,11,1,1,0.0
382982360,11,1,11,11,1,1,0.0
382982361,11,1,11,11,1,1,0.0
382982363,11,1,11,11,1,1,0.0
382982364,11,1,11,11,1,1,0.0
382982366,11,1,11,11,1,1,0.0
382982367,11,1,11,11,1,1,0.0
382982369,11,1,11,11,1,1,0.0
382982371,11,1,11,11,1,1,0.0
382982372,11,1,11,11,1,1,0.0
382982374,11,1,11,11,1,1,0.0
382982375,11,1,11,11,1,1,0.0
382982377,11,1,11,11,1,1,0.0
382982379,11,1,11,11,1,1,0.0
382982380,11,1,11,11,1,1,0.0
382982382,11,1,11,11,1,1,0.0
382982383,11,1,11,11,1,1,0.0
382982385,11,1,11,11,1,1,0.0
382982386,11,1,11,11,1,1,0.0
382982388,11,1,11,11,1,1,0.0
382982391,11,1,11,11,1,1,0.0
382982392,11,1,11,11,1,1,0.0
382982393,11,1,11,11,1,1,0.0
382983128,11,1,11,11,1,1,0.0
382983129,11,1,11,11,1,1,0.0
382985950,11,1,11,11,1,1,0.0
382985951,11,1,11,11,1,1,0.0
382985952,11,1,11,11,1,1,0.0
382985953,11,1,11,11,1,1,0.0
382985954,11,1,11,11,1,1,0.0
382985955,11,1,11,11,1,1,0.0
382985956,11,1,11,11,1,1,0.0
382985957,11,1,11,11,1,1,0.0
382986964,11,1,11,11,1,1,0.0
382986965,11,1,11,11,1,1,0.0
382986966,11,1,11,11,1,1,0.0
382986968,11,1,11,11,1,1,0.0
382986970,11,1,11,11,1,1,0.0
382986971,11,1,11,11,1,1,0.0
382987205,11,1,11,11,1,1,0.0
382987207,11,1,11,11,1,1,0.0
382987209,11,1,11,11,1,1,0.0
382987210,11,1,11,11,1,1,0.0
382987211,11,1,11,11,1,1,0.0
382987212,11,1,11,11,1,1,0.0
382987213,11,1,11,11,1,1,0.0
382987214,11,1,11,11,1,1,0.0
382987215,11,1,11,11,1,1,0.0
382987216,11,1,11,11,1,1,0.0
382987217,11,1,11,11,1,1,0.0
382987218,11,1,11,11,1,1,0.0
382987219,11,1,11,11,1,1,0.0
382987220,11,1,11,11,1,1,0.0
382987221,11,1,11,11,1,1,0.0
382987222,11,1,11,11,1,1,0.0
382987335,11,1,11,11,1,1,0.0
382987336,11,1,11,11,1,1,0.0
382987337,11,1,11,11,1,1,0.0
382987338,11,1,11,11,1,1,0.0
382987339,11,1,11,11,1,1,0.0
382987340,11,1,11,11,1,1,0.0
382987476,11,1,11,11,1,1,0.0
382987477,11,1,11,11,1,1,0.0
382987675,11,1,11,11,1,1,0.0
382987676,11,1,11,11,1,1,0.0
382987677,11,1,11,11,1,1,0.0
382987678,11,1,11,11,1,1,0.0
382987679,11,1,11,11,1,1,0.0
382987680,11,1,11,11,1,1,0.0
382987681,11,1,11,11,1,1,0.0
382987682,11,1,11,11,1,1,0.0
382987942,11,1,11,11,1,1,0.0
382987943,11,1,11,11,1,1,0.0
382987944,11,1,11,11,1,1,0.0
382999191,11,1,11,11,1,1,0.0
382999192,11,1,11,11,1,1,0.0
382999205,11,1,11,11,1,1,0.0
382999206,11,1,11,11,1,1,0.0
382999207,11,1,11,11,1,1,0.0
382999208,11,1,11,11,1,1,0.0
382999209,11,1,11,11,1,1,0.0
382999210,11,1,11,11,1,1,0.0
382999211,11,1,11,11,1,1,0.0
382999212,11,1,11,11,1,1,0.0
382999213,11,1,11,11,1,1,0.0
382999214,11,1,11,11,1,1,0.0
382999215,11,1,11,11,1,1,0.0
382999216,11,1,11,11,1,1,0.0
382999217,11,1,11,11,1,1,0.0
382999218,11,1,11,11,1,1,0.0
382999219,11,1,11,11,1,1,0.0
382999220,11,1,11,11,1,1,0.0
382999221,11,1,11,11,1,1,0.0
382999222,11,1,11,11,1,1,0.0
382999223,11,1,11,11,1,1,0.0
382999224,11,1,11,11,1,1,0.0
382999225,11,1,11,11,1,1,0.0
382999226,11,1,11,11,1,1,0.0
382999227,11,1,11,11,1,1,0.0
382999228,11,1,11,11,1,1,0.0
382999229,11,1,11,11,1,1,0.0
382999230,11,1,11,11,1,1,0.0
382999231,11,1,11,11,1,1,0.0
382999232,11,1,11,11,1,1,0.0
382999233,11,1,11,11,1,1,0.0
382999234,11,1,11,11,1,1,0.0
382999235,11,1,11,11,1,1,0.0
382999236,11,1,11,11,1,1,0.0
383730672,0,0,0,0,0,0,53.02728350888147
383747177,0,0,0,0,0,0,25.689758463399958
383749535,0,0,0,0,0,0,35.55183943928294
383750548,0,0,0,0,0,0,39.865437804177155
384150098,8,1,8,8,1,1,0.0
384150956,0,0,0,0,0,0,95.72849321724178
384151940,0,0,0,0,0,0,98.55621408685799
384299136,8,1,9,9,1,1,0.0
384299137,8,1,9,9,1,1,0.0
384299138,0,0,8,9,1,1,0.16820773451089988
384299590,7,1,9,9,1,1,0.0
384464463,0,0,0,1,0,1,9.404034838514873
384464464,0,0,1,1,1,1,4.1719651500591945
384465022,0,0,0,0,0,0,12.792954466888391
384468499,0,0,0,0,0,0,16.66344128844195
384468500,0,0,0,0,0,0,19.91817989150949
384468501,0,0,0,0,0,0,18.731323777548667
384468502,0,0,0,0,0,0,17.70125730376961
384468503,0,0,0,0,0,0,19.35731883457183
384471006,0,0,0,0,0,0,38.825766108094854
384471007,0,0,0,0,0,0,23.366990425742184
384472407,0,0,0,0,0,0,41.128429050166176
384475471,0,0,0,0,0,0,42.032802337839456
384475472,0,0,0,0,0,0,41.946971248970286
384475473,0,0,0,0,0,0,41.744380497811164
384475474,0,0,0,0,0,0,41.76958565259166
384475475,0,0,0,0,0,0,43.34213423035729
384479217,0,0,0,0,0,0,49.29032644660566
384479218,0,0,0,0,0,0,33.273687119214436
384497056,0,0,0,0,0,0,11.384557646523737
384497057,1,1,1,1,1,1,0.0
384497058,0,0,0,1,0,1,5.672138016301708
384497059,1,1,1,1,1,1,0.0
384497060,0,0,0,0,0,0,10.311151840625808
384497062,1,1,1,1,1,1,0.0
384532045,2,1,10,10,1,1,0.0
384532046,2,1,2,12,1,1,0.0
384532047,10,1,10,10,1,1,0.0
384532048,0,0,2,10,1,1,0.1307379025093527
384532049,2,1,10,10,1,1,0.0
384532050,2,1,2,10,1,1,0.0
384532051,2,1,2,10,1,1,0.0
384532052,2,1,10,10,1,1,0.0
384532053,2,1,10,10,1,1,0.0
384532054,2,1,10,12,1,1,0.0
384532055,0,0,2,2,1,1,2.4012099023995934
384532059,2,1,2,10,1,1,0.0
384539357,0,0,0,4,0,1,6.912165898862078
384539359,0,0,0,0,0,0,11.013880512009399
384539362,0,0,0,0,0,0,10.947305421294528
384539365,0,0,0,0,0,0,10.003207991489948
384539385,0,0,4,4,1,1,4.6796131667318965
384539404,0,0,0,4,0,1,7.559993082299192
384539406,0,0,0,4,0,1,6.827862068951552
384539408,0,0,0,4,0,1,6.943214623336015
384539409,0,0,0,4,0,1,8.080261866326115
384545268,0,0,0,0,0,0,21.829656767588997
384545269,0,0,0,0,0,0,18.14057254155324
384547304,0,0,0,0,0,0,26.006934299676452
384547305,0,0,0,0,0,0,24.02123912146138
384547306,0,0,0,0,0,0,23.642466301241566
384550868,0,0,0,0,0,0,28.889130089463038
384550870,0,0,0,0,0,0,12.323440667068324
384550871,0,0,0,0,0,0,25.745274564697063
384584463,0,0,0,0,0,0,59.004010899592345
384584465,0,0,0,0,0,0,48.46890482410776
384589328,8,1,8,8,1,1,0.0
384589329,8,1,8,8,1,1,0.0
384589945,11,1,11,11,1,1,0.0
384637685,0,0,0,0,0,0,17.66807823861313
384637740,0,0,4,4,1,1,1.4378463353551614
384637799,0,0,4,5,1,1,0.8560995133345574
384637800,0,0,5,5,1,1,0.44738491939563696
384637801,0,0,4,4,1,1,3.4605225032261346
384637802,0,0,4,5,1,1,1.1941507267143987
384637803,0,0,4,4,1,1,2.5519059308891467
384637804,0,0,5,5,1,1,1.833386055246641
384637805,0,0,4,4,1,1,2.613914645114157
384662593,1,1,1,8,1,1,0.0
384662594,1,1,9,9,1,1,0.0
384662595,7,1,7,9,1,1,0.0
384662596,1,1,8,8,1,1,0.0
384662597,7,1,8,9,1,1,0.0
384662598,7,1,7,7,1,1,0.0
384662599,1,1,8,8,1,1,0.0
384662600,7,1,7,7,1,1,0.0
384662601,7,1,8,8,1,1,0.0
384669797,0,0,2,8,1,1,1.651666585384573
384669798,0,0,2,8,1,1,1.6680144816285156
384669799,0,0,2,2,1,1,0.4439135382173139
384671068,0,0,0,0,0,0,13.66279096529041
384803062,0,0,0,0,0,0,98.3575764967191
384803773,0,0,0,0,0,0,98.52794468437895
384805390,0,0,0,0,0,0,102.95127318366808
384807641,0,0,0,0,0,0,87.65026425206858
384807649,0,0,0,0,0,0,93.5268409290661
384807650,0,0,0,0,0,0,87.52082250078108
384807651,0,0,0,0,0,0,90.066535200113
384807654,0,0,0,0,0,0,86.83588418997309
384813857,0,0,0,0,0,0,27.941463335905272
384813860,0,0,0,0,0,0,24.14257517290508
384813861,0,0,0,0,0,0,27.38454015162395
384813862,0,0,0,0,0,0,21.650149583629826
384813864,0,0,0,0,0,0,26.26641725761937
384816902,0,0,0,0,0,0,32.89271375148228
384819786,0,0,0,0,0,0,44.76268314638191
384819787,0,0,0,0,0,0,39.567260988624895
384819826,0,0,0,0,0,0,34.77534828929367
384864723,8,1,8,8,1,1,0.0
385037167,0,0,0,0,0,0,33.282436519296525
385037169,0,0,0,0,0,0,47.82159620058415
385037174,0,0,0,0,0,0,43.89177238967243
385037190,0,0,0,0,0,0,47.49888256471848
385037192,0,0,0,0,0,0,47.37422009597764
385037195,0,0,0,0,0,0,38.07028373140812
385037197,0,0,0,0,0,0,44.75271470248269
385037200,0,0,0,0,0,0,48.44296089284627
385037203,0,0,0,0,0,0,39.455092272795454
385037208,0,0,0,0,0,0,45.44137993135714
385037222,0,0,0,0,0,0,45.650244250681126
385045684,0,0,0,0,0,0,38.641395176888814
385045688,0,0,0,0,0,0,44.23980140306086
385045690,0,0,0,0,0,0,34.86136124553946
385047404,0,0,0,0,0,0,44.183833114349476
385049869,0,0,0,0,0,0,33.36218460863288
385049870,0,0,0,0,0,0,37.9739686369664
385053281,1,1,1,1,1,1,0.0
385053284,1,1,1,1,1,1,0.0
385053286,1,1,1,1,1,1,0.0
385053287,1,1,1,2,1,1,0.0
385088963,0,0,0,0,0,0,27.64086654793838
385122251,0,0,0,0,0,0,20.38709036043535
385122252,0,0,0,0,0,0,20.883697765989268
385130171,0,0,0,0,0,0,32.016129582188704
385130172,0,0,0,0,0,0,22.34124677870681
385130177,0,0,0,0,0,0,23.66971594772571
385130201,0,0,0,0,0,0,42.97623957304459
385132522,0,0,0,0,0,0,47.5925584978086
385132523,0,0,0,0,0,0,47.61680747791699
385132524,0,0,0,0,0,0,48.67683449267675
385132525,0,0,0,0,0,0,47.20882227310544
385133346,0,0,1,1,1,1,4.268281559315504
385135170,0,0,0,0,0,0,52.45776079655306
385140327,0,0,0,0,0,0,46.87345493136016
385140332,0,0,0,0,0,0,46.92572803673861
385140334,0,0,0,0,0,0,56.53258855726385
385140335,0,0,0,0,0,0,68.9463215102553
385140336,0,0,0,0,0,0,64.93819469057091
385151486,0,0,0,0,0,0,71.38024715073952
385151491,0,0,0,0,0,0,62.568710809231874
385151492,0,0,0,0,0,0,67.44567713663326
385151493,0,0,0,0,0,0,66.95462386422435
385151494,0,0,0,0,0,0,63.31308706197719
385151496,0,0,0,0,0,0,66.60361752169537
385151501,0,0,0,0,0,0,73.01267576825049
385157269,0,0,0,0,0,0,33.48185069021632
385157271,0,0,0,0,0,0,31.613649292938863
385233075,0,0,0,0,0,0,57.29329723556913
385233088,0,0,0,0,0,0,57.53721586895919
385233091,0,0,0,0,0,0,56.618579005537775
385233094,0,0,0,0,0,0,55.22184394083639
385233097,0,0,0,0,0,0,57.65744359120336
385233101,0,0,0,0,0,0,65.28592262036948
385234329,0,0,1,1,1,1,1.4491126015129419
385235101,0,0,1,1,1,1,0.3323043720561984
385235102,0,0,1,1,1,1,0.30815753830937376
385235103,0,0,1,1,1,1,0.5664160335760893
385235104,0,0,1,1,1,1,4.5675515411205
385437464,0,0,0,0,0,0,46.64658556019894
385437472,0,0,0,0,0,0,45.406990410542285
385437482,0,0,0,0,0,0,45.206195682766335
385437485,0,0,0,0,0,0,48.216087279698705
385453659,0,0,0,0,0,0,83.60780101164283
385456119,0,0,0,0,0,0,106.10652280024512
385456145,0,0,0,0,0,0,110.92952707207495
385456146,0,0,0,0,0,0,114.265817713798
385459679,0,0,0,0,0,0,113.00501548863936
385459681,0,0,0,0,0,0,109.03897897439118
385471473,0,0,0,0,0,0,117.20765068771524
385471474,0,0,0,0,0,0,119.3002839783768
385471476,0,0,0,0,0,0,110.8146377669614
385471499,0,0,0,0,0,0,118.70169484689686
385471511,0,0,0,0,0,0,121.03383167826114
385475457,0,0,0,0,0,0,26.074337969753543
385475476,0,0,0,0,0,0,26.020324736736498
385475510,0,0,0,0,0,0,25.67259484141524
385538848,0,0,0,0,0,0,76.14534556745207
385538849,0,0,0,0,0,0,72.45580520289116
385553804,0,0,0,0,0,0,28.544236566464043
385553805,0,0,0,0,0,0,69.38221091006983
385553809,0,0,0,0,0,0,54.83266460909657
385553860,0,0,0,0,0,0,58.471945733050596
385553863,0,0,0,0,0,0,48.320435572179676
