road_id,road_type,name,ref,surface,lanes,maxspeed,oneway,bridge,tunnel,latitude,longitude
1051008853,residential,,,,,,,,,25.5056447875,91.97371310000001
1051008855,residential,,,,,,,,,25.515579266467068,91.97778330598804
1051008856,residential,,,,,,,,,25.51165013823529,91.97132954117646
1051008857,residential,,,,,,,,,25.5134786125,91.97199831250002
1051008858,residential,,,,,,,,,25.51085202068965,91.97388695862067
1051008908,residential,,,,,,,,,25.54368562702702,92.08606292972969
1051008909,residential,,,,,,,,,25.544868955555557,92.08741862222222
1051008910,residential,,,,,,,,,25.54352078055556,92.08958129999999
1051008911,residential,,,,,,,yes,,25.5445177,92.08817665000001
1051008912,residential,,,,,,,,,25.545384975609757,92.07923696829269
1051008913,residential,,,,,,,,,25.545731207142857,92.07966182857142
1051009016,residential,,,,,,,,,25.5008063939394,91.86495529878792
1051009017,residential,,,,,,,,,25.5015376875,91.8585660125
1051009018,residential,,,,,,,,,25.502978488000004,91.859369464
1051009019,residential,,,,,,,,,25.500000174999997,91.86208448000002
1051009020,residential,,,,,,,,,25.50035342857143,91.86137254285713
1051009021,residential,,,,,,,,,25.498127605263157,91.87204425526313
1051009218,service,,,,,,,,,25.514119666666662,91.79829803333335
1051009219,residential,,,,,,,,,25.514332885714282,91.79741858571428
1051009220,residential,,,,,,,,,25.51364712307692,91.79740806153846
1051009221,residential,,,,,,,,,25.5262724,91.8077145
1051009222,residential,,,,,,,,,25.5261514,91.80786273333332
1051009223,residential,,,,,,,,,25.525831500000002,91.80764556000001
1051009224,residential,,,,,,,,,25.527161950000004,91.8059972
1051009225,residential,,,,,,,,,25.529840715789472,91.80780596315788
1051009226,residential,,,,,,,,,25.51383212307693,91.78877556153846
1051009227,residential,,,,,,,,,25.51592465,91.790821075
1051009228,residential,,,,,,,,,25.515882652941173,91.78926278235292
1051009229,residential,,,,,,,,,25.515096484615388,91.78813611538462
1051009230,residential,,,,,,,,,25.51459275454545,91.7881839909091
1051009231,residential,,,,,,,,,25.514096066666667,91.7872932625
1051009381,residential,,,,,,,,,25.445795042857142,92.01762421038963
1051009382,residential,,,,,,,,,25.445822726666663,92.01267110666666
1051009808,residential,,,,,,,,,25.62170228888889,92.11335593333334
1051009809,residential,,,,,,,,,25.621420112500005,92.11339515
1051009810,residential,,,,,,,,,25.626830199999997,92.1201933
1051009811,residential,,,,,,,,,25.623949492307695,92.11856369230772
1051009813,residential,,,,,,,,,25.616071599999998,92.11054554705883
1051009814,residential,,,,,,,,,25.61721505,92.11110475000001
1051009815,residential,,,,,,,,,25.61746364117647,92.1116352
1051009816,residential,,,,,,,,,25.622519895999993,92.10695658800002
1051009977,service,,,,,,,,,25.538411760000006,91.83667145500002
1051009978,service,,,,,,,,,25.53548042400001,91.83508453999998
1051009979,service,,,,,,,,,25.53480718484848,91.83275886666665
1051009980,service,,,,,,,,,25.538540685714285,91.8312907
1051009981,service,,,,,,,,,25.536610733333333,91.83141006666666
1051009992,residential,,,,,,,,,25.519655327118638,92.01197964237288
1051009993,residential,,,,,,,,,25.523607585185186,92.01138768518518
1051009994,track,,,unpaved,,,,,,25.514785477272724,92.01032215
1051010039,residential,,,,,,,,,25.44483219285714,92.01377633571431
1051010040,residential,,,,,,,,,25.44463896875,92.01385591249999
1051010041,residential,,,,,,,,,25.448008450000003,92.013060925
1051010108,residential,,,,,,,,,25.447588304545455,92.01404588636362
1051010109,residential,,,,,,,,,25.44607346,92.01298326000001
1051010538,residential,,,,,,,,,25.57434948387096,91.75649151129033
1051010539,unclassified,,,,,,,,,25.547429644230768,91.74197183974361
1051010540,residential,,,,,,,,,25.563080066666668,91.740440175
1051010541,residential,,,,,,,,,25.56330475,91.74137495833334
1051010542,residential,,,,,,,,,25.56440402,91.74083859999999
1051010620,service,,,,,,,,,25.66197083333334,91.972652
1051010621,service,,,,,,,,,25.667497849999997,91.96553935
1051010650,residential,,,,,,,,,25.598403100000002,91.92496791428572
1051010651,residential,,,,,,,,,25.598735325,91.92765752500001
1051010652,residential,,,,,,,,,25.600856564285714,91.92894574285715
1051010653,residential,,,,,,,,,25.596193600000003,91.92877585
1051010654,residential,,,,,,,,,25.59786192857143,91.92832917142857
1051010655,residential,,,,,,,,,25.5969368,91.9271874
1051010656,residential,,,,,,,,,25.598596062500008,91.92852381666667
1051010657,residential,,,,,,,,,25.597572834782603,91.92876390434785
1051010658,residential,,,,,,,,,25.597085077777777,91.92595157777778
1051010659,service,,,,,,,,,25.59563294166667,91.92933743333333
1051010660,residential,,,,,,,,,25.59496773636364,91.92494970000001
1051010661,residential,,,,,,,,,25.59491551111111,91.9233668
1051010662,residential,,,,,,,,,25.5966469,91.92128825
1051010663,residential,,,,,,,,,25.5992541375,91.9243474875
1051010664,residential,,,,,,,,,25.59885563,91.92467167999999
1051010666,residential,,,,,,,,,25.60079173076923,91.92570266153847
1051010667,residential,,,,,,,,,25.59463812222222,91.92173567777778
1051010668,residential,,,,,,,,,25.5964864375,91.9241825
1051010669,residential,,,,,,,,,25.595434955555554,91.92194896666666
1051010670,residential,,,,,,,,,25.596769016666666,91.92109135
1051010671,residential,,,,,,,,,25.5971628375,91.92066352500001
1051010672,residential,,,,,,,,,25.598074704255318,91.92544168297873
1051010673,residential,,,,,,,,,25.596892821428575,91.92420557142857
1051011060,service,,,,,,,,,25.547537999999996,91.84331533
1051011064,service,,,,,,,,,25.463319453333337,91.76395379666668
1051011072,residential,,,,,,,,,25.44736915,92.01355790000001
1051011073,residential,,,,,,,,,25.445800000000002,92.01628293333333
1051011141,residential,,,,,,,,,25.623003662500004,92.1075526125
1051011142,residential,,,,,,,,,25.61497158666667,92.10207068666666
1051011144,service,,,,,,,,,25.619752300000002,92.10368355
1051011145,residential,,,,,,,,,25.620687084210523,92.1050371
1051011146,residential,,,,,,,,,25.620389575,92.104434675
1051011147,residential,,,,,,,,,25.619908490909086,92.10584368181819
1051011148,residential,,,,,,,,,25.617063676470586,92.10448315294116
1051011149,residential,,,,,,,,,25.61884472941176,92.10445493529413
1051011150,residential,,,,,,,,,25.6165928423077,92.1075977923077
1051011151,residential,,,,,,,,,25.616314120000006,92.10786765999998
1051011152,residential,,,,,,,,,25.61620186923077,92.10555661538463
1051011153,residential,,,,,,,,,25.61670706923077,92.10536696153846
1051011365,residential,,,,,,,,,25.517841764285716,92.00886733571429
1051011366,residential,,,,,,,,,25.5167780631579,92.0102211736842
1051011367,service,,,,,,,,,25.518067287500003,92.0117043
1051011457,service,,,,,,,,,25.47306092,91.75984727000001
1051011458,residential,,,,,,,,,25.475708288888892,91.76164324444444
1051011459,residential,,,,,,,,,25.478889616666667,91.76116185000001
1051011461,residential,,,,,,,,,25.484274866666667,91.74745488333333
1051011464,residential,,,,,,,,,25.478347455555557,91.75189584444445
1051011467,residential,,,,,,,,,25.48249153333333,91.76176653333334
1051011499,residential,,,,,,,,,25.60019698863636,91.94022650227272
1051011500,residential,,,,,,,,,25.599858125,91.94160348333332
1051011501,residential,,,,,,,,,25.59768563333333,91.94180190000002
1051011502,residential,,,,,,,,,25.59724967,91.94172258
1051011575,residential,,,,,,,,,25.49800014736842,91.9707463631579
1051011576,residential,,,,,,,,,25.498139753846154,91.9704936153846
1051011577,residential,,,,,,,,,25.499817743181833,91.9715313
1051011578,residential,,,,,,,,,25.499857963636362,91.97123211818183
1051011579,residential,,,,,,,,,25.4989520375,91.97201518125
1051011580,residential,,,,,,,,,25.49854094177216,91.97469409493672
1051011581,residential,,,,,,,,,25.497301677647062,91.97444234823531
1051011582,residential,,,,,,,yes,,25.495681,91.9761075
1051011583,residential,,,,,,,,,25.49696628,91.97666964
1051011584,residential,,,,,,,,,25.49750233750001,91.9755011125
1051011585,residential,,,,,,,,,25.497336936363638,91.9758412181818
1051011586,residential,,,,,,,,,25.498665007692303,91.97592378461539
1051011587,residential,,,,,,,,,25.497251895833333,91.97471498750001
1051011588,residential,,,,,,,,,25.497563021739126,91.97311153913041
1051011590,residential,,,,,,,,,25.597321629411766,92.03581817941178
1051011591,residential,,,,,,,,,25.59938633157895,92.0405617736842
1051011592,track,,,unpaved,,,,,,25.59916763333333,92.03972739999999
1051011593,residential,,,,,,,,,25.598577514285715,92.03897931428571
1051011594,residential,,,,,,,,,25.59497022631578,92.03424448947366
1051011595,service,,,,,,,,,25.597840625,92.043301925
1051011596,service,,,,,,,,,25.59822695,92.044123775
1051011597,residential,,,,,,,,,25.60283717777778,92.05354489999999
1051011598,track,,,unpaved,,,,,,25.605530013333336,92.05703774
1051011599,track,,,unpaved,,,,,,25.604334634782614,92.05795701304346
1051011600,track,,,unpaved,,,,,,25.605715540000002,92.05850870666669
1051011811,unclassified,,,,,,,,,25.394729049999988,91.78548439448677
1051013207,residential,,,,,,,,,25.548777198113207,92.08992902075474
1051013208,residential,,,,,,,,,25.55064746296296,92.09097265925928
1051013209,residential,,,,,,,,,25.55014237692307,92.08967111153846
1051013212,residential,,,,,,,,,25.548199129545456,92.0729933272727
1051013215,residential,,,,,,,,,25.54216009047619,92.09051548095238
1051013216,residential,,,,,,,,,25.54318628181818,92.09094077272727
1051013217,residential,,,,,,,,,25.54381054615385,92.09139355384615
1051013526,track,,,unpaved,,,,,,25.512569482352937,92.02074201176472
1051013541,residential,,,,,,,yes,,25.5235995,91.80612575
1051013542,residential,,,,,,,,,25.5232612125,91.8066823
1051013543,track,,,unpaved,,,,,,25.518871070833328,91.80936380972224
1051013544,residential,,,,,,,,,25.51327334,91.7878698
1051013545,residential,,,,,,,,,25.523265624999997,91.79500480833333
1051013546,track,,,unpaved,,,,,,25.52047729411765,91.79955237058824
1051013547,residential,,,,,,,,,25.521531116666665,91.79788945
1051013548,residential,,,,,,,,,25.521864074999996,91.7977851375
1051013549,residential,,,,,,,,,25.52238895,91.79736700000001
1051013550,residential,,,,,,,,,25.522438528571424,91.79708860000001
1051013551,residential,,,,,,,,,25.522236833333334,91.79546154999998
1051013552,residential,,,,,,,,,25.5179523368421,91.79112140526318
1051013553,residential,,,,,,,,,25.51239243548387,91.79148424193549
1051013554,residential,,,,,,,,,25.51330643571428,91.79413457142857
1051013677,residential,,,,,,,,,25.496504022222222,91.87185962222222
1051013678,residential,,,,,,,,,25.499543740322583,91.86875402741936
1051013679,residential,,,,,,,,,25.497494971604933,91.8687075382716
1051013680,residential,,,,,,,,,25.496178226666665,91.86865480000002
1051013681,residential,,,,,,,,,25.450474573949585,91.86976936806724
1051013684,service,,,,,,,,,25.588939959999994,91.98405303750005
1051013819,service,,,,,,,,,25.5949205,92.0522913
1051013820,residential,,,,,,,,,25.602582320454545,92.0581576272727
1051013821,service,,,,,,,,,25.600569566666664,92.05425736666666
1051013822,track,,,unpaved,,,,,,25.604729485714284,92.05159011428573
1051013823,track,,,unpaved,,,,,,25.603517521428575,92.04939530714285
1051013824,service,,,,,,,,,25.596638583333334,92.04068595
1051013825,service,,,,,,,,,25.6036315,92.05298345
1051014220,residential,,,,,,,,,25.61752626956521,92.10793950434784
1051014221,residential,,,,,,,,,25.619515367741933,92.10754832903224
1051014222,service,,,,,,,,,25.621250350000004,92.1074136375
1051014223,residential,,,,,,,,,25.621523816666667,92.10669386666667
1051014224,service,,,,,,,,,25.621111137499998,92.1070945375
1051014225,residential,,,,,,,,,25.617928699999997,92.10953646363636
1051014228,residential,,,,,,,,,25.615684633333334,92.10984446666669
1051014229,residential,,,,,,,,,25.618407964285716,92.10830105714285
1051014231,residential,,,,,,,,,25.618808744444443,92.10982016111112
1051014232,residential,,,,,,,,,25.620777885714286,92.11114209999998
1051014233,residential,,,,,,,,,25.620614274999998,92.110961275
1051014234,residential,,,,,,,,,25.621276200000004,92.11112391
1051014364,residential,,,,,,,,,25.500645033333335,91.97461557
1051014365,residential,,,,,,,,,25.500042855555556,91.9741322
1051014366,residential,,,,,,,,,25.49831958125,91.97423213125
1051014367,residential,,,,,,,,,25.4983194,91.97481082631579
1051014368,residential,,,,,,,,,25.49582244166667,91.97327332500002
1051014369,residential,,,,,,,,,25.494768724444448,91.9734694777778
1051014370,residential,,,,,,,,,25.494970457142863,91.9729196642857
1051014371,residential,,,,,,,,,25.495336785714283,91.97429358571428
1051014372,residential,,,,,,,,,25.49486864444444,91.97271402222223
1051014373,residential,,,,,,,,,25.49425253636364,91.97270876363636
1051014374,residential,,,,,,,,,25.49347245,91.97318016666667
1051014375,service,,,,,,,,,25.4931601875,91.97355136249999
1051014411,residential,,,,,,,,,25.598236237499993,91.91413983333335
1051014412,residential,,,,,,,,,25.595711583636362,91.91634175818184
1051014413,residential,,,,,,,,,25.59462503888889,91.9164692388889
1051014414,residential,,,,,,,,,25.59725545,91.91013587500001
1051014415,residential,,,,,,,,,25.59743347142857,91.91073860000002
1051014416,residential,,,,,,,,,25.596921192307697,91.90969156153845
1051014417,residential,,,,,,,,,25.5971783,91.90970825
1051014518,residential,,,,,,,,,25.38743980259741,91.78101616883119
1051014526,residential,,,,,,,,,25.527285950000003,91.79836184999999
1051014527,track,,,unpaved,,,,,,25.522127809210517,91.7885545394737
1051014708,tertiary,,,,,,,yes,,25.621388250000003,92.11216379999999
1051014709,tertiary,,,,,,,,,25.62788124083769,92.11750245549733
1051014712,track,,,unpaved,,,,,,25.600372954545456,92.04856407272727
1051014713,trunk,Shillong Bypass,,asphalt,2,,no,yes,,25.61236245,92.0475792
1051014714,trunk,Shillong Bypass,,asphalt,2,,no,,,25.603114401599992,92.05644788666673
1051014823,residential,,,,,,,,,25.413496831521737,91.75887996739131
1051014824,residential,,,,,,,,,25.41338356530612,91.7607602857143
1051014882,track,,,unpaved,,,,,,25.54020124285714,92.09581992142856
1051014883,residential,,,,,,,,,25.539153477777784,92.0951686
1051014884,residential,,,,,,,,,25.538989633333333,92.096107425
1051014885,residential,,,,,,,,,25.538642116666665,92.0925913
1051014886,residential,,,,,,,,,25.407998640000006,91.94077025800001
1051014888,residential,,,,,,,,,25.4070425125,91.93754673750001
1051014947,residential,,,,,,,,,25.573461085714282,91.92962914285715
1051014948,residential,,,,,,,,,25.572437033333333,91.93176319999999
1051014949,residential,,,,,,,,,25.573664884615386,91.93207272307691
1051014950,residential,,,,,,,,,25.5732833,91.93141969999999
1051014951,residential,,,,,,,,,25.57281246,91.93215028
1051014952,service,,,,,,,,,25.570961462962963,91.93241084074077
1051014953,residential,,,,,,,,,25.57181635,91.93428225
1051014954,residential,,,,,,,,,25.572400379999998,91.9336837
1051014955,residential,,,,,,,,,25.573451233333337,91.93306829333332
1051014956,residential,,,,,,,,,25.573149833333332,91.9339815
1051015011,residential,,,,,,,,,25.47329613404255,91.91722227021278
1051015012,residential,,,,,,,,,25.474816389285717,91.91561564642858
1051015013,residential,,,,,,,,,25.474057350000002,91.91516845
1051015014,residential,,,,,,,,,25.47448406,91.91548488
1051015015,residential,,,,,,,,,25.4760547,91.91567628
1051015016,residential,,,,,,,,,25.4768160625,91.91675173125002
1051015018,residential,,,,,,,,,25.47398295,91.91466255
1051015019,residential,,,,,,,,,25.4745665,91.91482585
1051015022,residential,,,,,,,,,25.477703157142862,91.91613745714285
1051015366,residential,,,,,,,,,25.597688650000002,91.91116210000001
1051015367,residential,,,,,,,,,25.597548550000003,91.91123507500001
1051015368,residential,,,,,,,,,25.5985752,91.91545763333333
1051015369,residential,,,,,,,,,25.598610275000002,91.91607712499999
1051015370,residential,,,,,,,,,25.59826735,91.91659885
1051015558,service,,,,,,,,,25.5523492,91.85889223333334
1051015559,residential,,,,,,,,,25.553097061904758,91.86117592857144
1051015560,residential,,,,,,,,,25.553822070000002,91.8618812
1051015561,residential,,,,,,,,,25.553199553333336,91.86171168666667
1051015562,residential,,,,,,,,,25.5537856,91.86153475
1051015563,residential,,,,,,,,,25.5536641,91.86167664999999
1051015564,residential,,,,,,,,,25.55351925,91.86180815
1051015565,residential,,,,,,,,,25.553303200000002,91.860931275
1051015923,residential,,,,,,,,,25.52103845,91.794047125
1051015924,service,,,,,,,,,25.51945175,91.79222105
1051015925,residential,,,,,,,,,25.516387099999996,91.78970247999999
1051015926,residential,,,,,,,,,25.51649714285714,91.78943432857143
1051015972,service,,,,,,,,,25.452706169565218,91.77068523913043
1051015973,residential,,,,,,,,,25.442096728915665,91.79270868915661
1051015974,residential,,,,,,,,,25.443380239285712,91.78855994464287
1051015976,residential,,,,,,,,,25.41316581,91.75934928
1051015977,track,,,unpaved,,,,,,25.412212030769233,91.75994853846153
1051015978,track,,,unpaved,,,,,,25.4121549,91.75951023333333
1051016107,track,,,unpaved,,,,,,25.5184229875,91.79380309374999
1051016520,track,,,unpaved,,,,,,25.389101120512823,91.78483510000001
1051016521,track,,,unpaved,,,,,,25.38878346212122,91.79005673787879
1051016522,track,,,unpaved,,,,yes,,25.3901947,91.7856676
1051016535,residential,,,,,,,,,25.538605321428577,92.09044380714285
1051016537,residential,,,,,,,,,25.5445765,92.084556625
1051016538,residential,,,,,,,,,25.54428828222222,92.08509478222223
1051016539,track,,,unpaved,,,,,,25.54370875,92.08363179
1051016541,residential,,,,,,,,,25.54061796666667,92.08289171666667
1051016542,residential,,,,,,,,,25.541106286666665,92.08183295333335
1051016543,residential,,,,,,,,,25.547907012499998,92.07820336249999
1051016544,track,,,unpaved,,,,,,25.54921592,92.07960383999999
1051016773,residential,,,,,,,,,25.49474837419355,91.9698834548387
1051016774,residential,,,,,,,,,25.494655675,91.969362725
1051016775,residential,,,,,,,,,25.494971766666666,91.96961417777777
1051016776,residential,,,,,,,,,25.4944995125,91.9702596625
1051016777,residential,,,,,,,,,25.495642981999996,91.97007450799998
1051016778,residential,,,,,,,,,25.496368240000002,91.9703176
1051016779,residential,,,,,,,,,25.496727770588233,91.97116754705883
1051016781,residential,,,,,,,,,25.49362815,91.97108175
1051016782,residential,,,,,,,,,25.49352950909091,91.96977880454546
1051016783,residential,,,,,,,,,25.49396162105263,91.97032301578948
1051016784,residential,,,,,,,,,25.493634522222223,91.97243543333333
1051016786,residential,,,,,,,,,25.49579828,91.97446204
1051016787,residential,,,,,,,,,25.49672729189189,91.97391188108108
1051016788,residential,,,,,,,,,25.496284799999998,91.9721466
1051016789,residential,,,,,,,,,25.497524125,91.97235025000002
1051016790,residential,,,,,,,,,25.49791555,91.97317160714286
1051016791,residential,,,,,,,,,25.49900524444444,91.9735123
1051016792,residential,,,,,,,,,25.499078542857145,91.97389368571429
1051016793,residential,,,,,,,,,25.498972709999997,91.97242399000001
1051016794,residential,,,,,,,,,25.499451220833336,91.97293120833335
1051016795,residential,,,,,,,,,25.49994407142857,91.97175885714285
1051016845,residential,,,,,,,,,25.434843645054936,91.78784377472529
1051016846,residential,,,,,,,,,25.43789632,91.78460537999999
1051016889,residential,,,,,,,,,25.4476018625,92.01456151249998
1051016890,residential,,,,,,,,,25.445718890909095,92.01155552727272
1051017470,residential,,,,,,,,,25.412899659770115,91.75406439367814
1051017597,track,,,unpaved,,,,,,25.38978571111111,91.78856273333332
1051017858,residential,,,,,,,,,25.479592148,91.91561816400001
1051017859,residential,,,,,,,,,25.478543666666663,91.91545791666665
1051017860,residential,,,,,,,,,25.48393836666667,91.91779322666667
1051018091,residential,,,,,,,,,25.599721662500002,91.92222034374998
1051018180,residential,,,,,,,,,25.572587585714285,91.93439248571428
1051018181,residential,,,,,,,,,25.573002199999998,91.93840725000001
1051018182,residential,,,,,,,,,25.573229339999997,91.94005464
1051018183,residential,,,,,,,,,25.572666057894736,91.94113354473684
1051018184,service,,,,,,,,,25.571042411111108,91.93646678888888
1051018185,service,,,,,,,,,25.5720496375,91.93669897499998
1051018186,service,,,,,,,yes,,25.571720749999997,91.93657335
1051018187,service,,,,,,,,,25.570818680000006,91.93715202
1051018188,service,,,,,,,,,25.5708975,91.93751315
1051018189,service,,,,,,,,,25.570030106666664,91.93906740666667
1051018190,service,,,,,,,yes,,25.57074655,91.94078315
1051018191,residential,,,,,,,,,25.572537696428576,91.93894518928572
1051018192,residential,,,,,,,,,25.57315,91.9389709
1051018193,residential,,,,,,,,,25.5734591,91.941011
1051018194,residential,,,,,,,,,25.574233514285716,91.93952907142855
1051018195,residential,,,,,,,,,25.572417383333335,91.93890108333335
1051018196,residential,,,,,,,,,25.5739169,91.9382882
1051018326,track,,,unpaved,,,,,,25.388085475510202,91.79115997959187
1051018526,residential,,,,,,,,,25.540028624999998,92.09793257499999
1051018529,track,,,unpaved,,,,,,25.551462708695656,92.0772595695652
1051018530,residential,,,,,,,,,25.40001092857143,91.8727327357143
1051018531,residential,,,,,,,,,25.399212594736838,91.87273702105263
1051018532,residential,,,,,,,,,25.399853670967744,91.87253744193549
1051018533,residential,,,,,,,,,25.401020905555555,91.87294039444444
1051018534,residential,,,,,,,,,25.40108807,91.87276674
1051018535,residential,,,,,,,,,25.40168466153846,91.87292996923075
1051018536,residential,,,,,,,,,25.40251518421052,91.87318696315789
1051018537,unclassified,,,,,,,,,25.392698007079648,91.86507425044243
1051018564,residential,,,,,,,,,25.414418840000003,91.75688203000001
1051018565,residential,,,,,,,,,25.41336854166667,91.75618839166668
1051018566,track,,,unpaved,,,,,,25.41309426,91.7576103857143
1051018567,track,,,unpaved,,,,,,25.413036947619048,91.75669776666666
1051018821,residential,,,,,,,,,25.595444816666667,91.91856521666666
1051018822,residential,,,,,,,,,25.594926649999998,91.9184996
1051018823,residential,,,,,,,,,25.5948216,91.9186192
1051018824,residential,,,,,,,,,25.594717,91.91872995
1051018825,residential,,,,,,,,,25.5946134,91.91885655
1051018826,residential,,,,,,,,,25.594486566666664,91.91824763333334
1051018827,residential,,,,,,,,,25.597483099999998,91.91985274999999
1051018828,residential,,,,,,,,,25.5973294,91.9196402
1051018829,residential,,,,,,,,,25.594535980000003,91.91727854
1051019399,service,,,,,,,,,25.601609939999996,92.05751558
1051019400,service,,,,,,,,,25.601655289999997,92.05868625
1051019401,track,,,unpaved,,,,,,25.607814708333336,92.06840417500001
1051019402,service,,,,,,,,,25.613709014285714,92.06188060000001
1051019403,residential,,,,,,,,,25.6102485425,92.07696726125002
1051019404,residential,,,,,,,,,25.60906851333333,92.07566322666668
1051019405,service,,,,,,,,,25.607836855555558,92.07676562222224
1051019406,residential,,,,,,,,,25.607342597499997,92.0781217775
1051019407,residential,,,,,,,,,25.612134332,92.07679229600002
1051019408,residential,,,,,,,,,25.610270833333335,92.07680313333333
1051019409,service,,,,,,,,,25.6128378,92.07395425
1051019410,service,,,,,,,,,25.613823500000002,92.0773894
1051019411,service,,,,,,,,,25.61359068333333,92.07704528333333
1051019412,track,,,unpaved,,,,,,25.59974067205882,92.07210342941175
1051019437,residential,,,,,,,,,25.41037034444444,91.8736599222222
1051019438,residential,,,,,,,,,25.410456650000004,91.87482585499998
1051019439,residential,,,,,,,,,25.410842033333335,91.87463523333334
1051019440,residential,,,,,,,,,25.402446983333334,91.87348351666667
1051019441,residential,,,,,,,,,25.402456476923074,91.8735784076923
1051019442,residential,,,,,,,,,25.402771299999998,91.87322410000002
1051019443,residential,,,,,,,,,25.40177875384616,91.87327962692308
1051019662,track,,,unpaved,,,,,,25.497671125806452,91.96497449354841
1051019663,residential,,,,,,,,,25.497590171428577,91.96758365142858
1051019664,residential,,,,,,,,,25.498021840540538,91.96925783783784
1051019665,residential,,,,,,,yes,,25.4980245,91.96853545
1051019666,residential,,,,,,,,,25.498036062499995,91.9681324
1051019667,track,,,unpaved,,,,,,25.499306276623383,91.96521911558438
1051019668,track,,,unpaved,,,,,,25.50260404782608,91.96746755
1051019669,track,,,unpaved,,,,,,25.504896205555557,91.96607232499997
1051019671,residential,,,,,,,,,25.50151763888889,91.97238532777777
1051019672,residential,,,,,,,,,25.50089574,91.97198884000001
1051019673,residential,,,,,,,,,25.495731187500002,91.98210454375
1051019674,track,,,unpaved,,,,,,25.499339020512817,91.98361636153844
1051019708,residential,,,,,,,,,25.59855573636364,91.91795485454544
1051019711,residential,,,,,,,,,25.596894,91.91878786000001
1051019712,residential,,,,,,,,,25.596750749999998,91.91861055
1051019713,residential,,,,,,,,,25.5966903,91.91874175000001
1051019714,residential,,,,,,,,,25.5969802,91.9189503
1051019942,unclassified,,,,,,,yes,,25.40669345,91.8712807
1051019943,unclassified,,,,,,,,,25.408276392307695,91.87270050769229
1051020166,residential,,,,,,,,,25.614281157142862,92.10147147142857
1051020167,residential,,,,,,,,,25.611656600000003,92.103228275
1051020168,residential,,,,,,,,,25.612039583870963,92.10673618064517
1051020169,residential,,,,,,,,,25.61216444,92.10324708
1051020170,residential,,,,,,,,,25.609688175000002,92.10044776250001
1051020171,residential,,,,,,,,,25.609422644444447,92.10135854444444
1051020220,residential,,,,,,,,,25.54933499166667,92.08968767916669
1051021209,track,,,unpaved,,,,,,25.41665812727273,91.75708194545454
1051021290,service,,,,,,,,,25.569551106250003,91.93564629375
1051021291,service,,,,,,,,,25.56934556,91.9338702
1051021292,service,,,,,,,,,25.569941413793103,91.93378624137932
1051021293,service,,,,,,,,,25.56842095,91.93137735
1051021294,service,,,,,,,,,25.5682427,91.93119105
1051021295,residential,,,,,,,,,25.565142869811318,91.93422772830192
1051021297,service,,,,,,,,,25.56724988,91.93425262
1051021298,residential,,,,,,,,,25.566596258974364,91.93291860256409
1051021299,residential,,,,,,,,,25.5649364,91.93344035714286
1051021300,residential,,,,,,,,,25.567483511940296,91.93561100000001
1051021301,service,,,,,,,,,25.565635,91.93613556666666
1051021302,residential,,,,,,,,,25.562952900000003,91.93339205714287
1051021565,residential,,,,,,,,,25.483154428571424,91.91605453333332
1051021566,residential,,,,,,,,,25.493200662745103,91.91553790196082
1051021567,residential,,,,,,,,,25.49104904444444,91.91888584444446
1051021568,residential,,,,,,,,,25.491312619999995,91.91736648
1051021569,residential,,,,,,,,,25.49002669285714,91.91760832857143
1051021570,residential,,,,,,,,,25.489978559999997,91.91827771999999
1051021571,residential,,,,,,,,,25.491105613333335,91.90299608666666
1051021572,residential,,,,,,,,,25.49069762222222,91.91705131111111
1051021940,track,,,unpaved,,,,,,25.412449119999998,91.76100091999999
1051022775,residential,,,,,,,,,25.41843093414634,91.76478614390244
1051023895,unclassified,,,,,,,,,25.5789209379531,92.09280966524516
1051024141,residential,,,,,,,,,25.488992553846153,91.90212365384615
1051024142,residential,,,,,,,,,25.48926285,91.902545
1051024144,residential,,,,,,,,,25.493882600000003,91.9027585125
1051024145,residential,,,,,,,,,25.491730250000003,91.90433435
1051024146,residential,,,,,,,,,25.475007677777782,91.9005061888889
1051025219,track,,,unpaved,,,,,,25.3884388,91.79143120322581
1051025548,residential,,,,,,,,,25.474224627272726,91.90013610909091
1051025549,service,,,,,,,,,25.4751917,91.90171565
1051025552,residential,,,,,,,,,25.4736507,91.90187
1051025553,residential,,,,,,,,,25.473921837499997,91.9020727375
1051025554,residential,,,,,,,,,25.47560358695652,91.90259189130434
1051025612,residential,,,,,,,,,25.40816438285714,91.93530924428575
1051025613,residential,,,,,,,,,25.407334944444443,91.93927152222221
1051025614,residential,,,,,,,,,25.4091043875,91.942133675
1051025615,residential,,,,,,,,,25.40626714,91.93728328
1051026565,track,,,unpaved,,,,,,25.38879150967741,91.79247758387095
1051026566,track,,,unpaved,,,,,,25.388345280952382,91.79250095714286
1051026567,track,,,unpaved,,,,,,25.38815912222222,91.79235963333333
1051026734,track,,,unpaved,,,,,,25.389580141666666,91.791245975
1051027554,residential,,,,,,,,,25.407051853846156,91.93897523846152
1051027555,residential,,,,,,,,,25.406360409090908,91.93840465454547
1051028273,residential,,,,,,,,,25.5630645948718,91.93174571282053
1051028275,residential,,,,,,,,,25.5710804,91.92721986666668
1051028276,residential,,,,,,,,,25.571046744444445,91.92894735555555
1051029345,residential,,,,,,,,,25.47725282142857,91.90299205
1051029346,service,,,,,,,,,25.473796,91.91559145
1051029347,residential,,,,,,,,,25.47237236,91.91634132
1051029348,residential,,,,,,,,,25.477798700000005,91.91703740000001
